locationID,categoryID,price
1363,30,7103
3555,2,5864
492,58,7174
2924,39,3862
1376,56,525
3113,15,9546
1327,19,5125
1756,19,9713
2146,16,2177
3053,41,4149
3188,14,9330
596,27,4244
1854,44,8459
2533,54,6378
1797,51,7127
368,34,9473
1310,21,3357
2977,29,805
2900,29,5208
221,38,8187
2104,43,9561
1690,22,904
1681,44,9017
887,13,5075
3962,5,2928
2613,1,1698
471,35,1498
3277,36,6774
368,39,1962
2826,38,4420
1652,37,2539
265,61,5269
3536,31,8379
828,17,5501
2473,51,5181
353,16,3128
775,60,5073
2353,18,2895
3383,2,4609
107,22,7041
360,10,6325
1653,55,7832
3790,17,3016
2219,30,7626
426,56,7981
1248,52,6979
760,58,4980
261,61,4701
3725,14,1536
2139,11,910
847,32,9884
1131,13,3007
1176,10,2655
2647,52,9037
2192,47,7701
332,32,3651
1565,19,2930
1754,2,1493
2724,61,6184
3337,16,3588
662,8,2539
2030,9,9476
863,8,8217
3942,50,2569
2852,55,5169
1107,47,3660
1085,38,6547
2241,51,8258
132,24,823
3226,37,1591
804,27,5131
2172,15,3656
352,47,8352
691,20,9287
2783,14,6784
755,46,5813
493,19,5388
408,58,2286
1020,55,1709
2069,54,4124
2369,46,7349
1742,61,3285
888,54,3456
3770,55,7147
1895,61,9472
666,55,5023
2616,38,6739
2476,37,6056
3608,15,8455
1898,59,589
2149,28,943
2790,1,3980
1312,15,7338
3587,60,8338
2635,45,9540
710,12,6861
3552,14,2178
3918,3,1018
1663,45,8855
851,49,7399
566,54,620
2405,11,9786
2553,57,6320
3076,15,4258
1670,28,6636
3791,22,1512
2614,39,2969
311,48,5645
1823,43,6805
2888,42,8875
1786,59,3056
281,47,1835
1426,25,8873
3850,24,7192
2284,34,1223
1469,25,8182
1265,3,9277
2114,34,1320
1172,17,3416
733,60,7022
3305,23,7427
1557,2,7006
2698,5,9044
2239,55,5839
52,42,596
2153,51,9880
823,47,8986
662,7,6542
2029,30,4587
2816,38,3370
500,51,8802
2263,9,3828
3338,5,7776
3441,1,2668
1390,54,7447
1492,6,2963
3244,32,9232
3186,1,2682
1607,12,2317
946,57,767
2713,15,656
731,6,5193
2759,33,7369
3844,5,3043
3751,27,2685
3004,29,992
1716,48,2776
3053,38,1725
2110,38,5152
1249,14,2578
961,55,4723
3541,39,4036
1162,35,7214
3670,54,1937
3072,26,2355
3930,6,9186
748,1,2009
1876,58,6029
100,10,8006
795,61,9857
1065,12,4435
2585,43,9264
1880,35,3841
3920,11,5139
3642,2,1543
3593,34,6363
3012,60,9879
3005,26,8516
3551,21,4037
3341,45,1962
1699,57,8615
2882,60,9210
3585,21,6361
2787,14,4696
2141,42,2488
963,7,3136
1886,54,3129
3773,55,3949
1979,33,8400
1626,5,6930
1193,28,4425
2871,33,9695
675,33,9957
3117,52,6930
2496,43,9294
1121,58,2916
2874,3,4076
3040,45,5092
3660,55,5759
1183,3,7484
1245,18,5668
1274,53,7277
1489,17,7052
3912,30,8178
2519,11,1938
1506,45,6720
2416,6,5255
3460,30,2179
2105,11,1677
2547,42,3827
3523,14,928
1106,61,809
2596,25,5703
3096,3,4366
3825,50,2980
2196,46,7124
3579,8,8297
3417,30,5665
592,57,2505
3644,50,8672
3729,34,553
1342,47,9490
469,13,8938
615,7,3054
1959,56,9480
1123,37,1278
3287,3,4221
2853,38,6766
2723,51,4768
1468,48,4970
907,47,1632
1400,49,6757
2821,14,5266
1261,46,9477
3320,42,2533
506,38,561
3852,22,2820
926,26,6907
2414,22,8089
2532,5,5963
736,26,2284
2235,1,777
1112,17,7675
1998,22,5729
1397,42,1126
592,57,7206
445,13,4303
1524,45,791
136,10,745
2452,57,8285
3391,55,2045
793,54,847
2595,3,3285
3436,57,5802
1774,55,9774
1565,20,1669
1150,55,6501
9,56,8703
432,54,542
2922,7,649
3117,59,6404
2369,58,7430
1630,32,8054
3137,49,1777
3180,56,790
3612,26,4764
3074,31,3409
3117,8,4950
2826,7,7200
2704,53,2059
2586,9,6277
3143,16,7877
656,21,5007
2702,8,1254
1632,41,5796
2017,44,726
2789,34,4474
12,47,5271
906,47,6816
1528,54,6250
2339,41,828
1221,33,889
1203,43,9089
3079,27,7694
1333,9,2519
2483,19,7044
2556,17,9365
1973,46,7769
1970,38,5539
1324,24,1220
3973,1,1932
3217,5,6063
2975,39,2874
1707,19,4509
1055,34,9656
2765,41,7530
811,36,5727
2723,54,6231
1756,7,7583
3235,61,5984
3369,18,5654
3523,45,2248
3790,59,9702
2056,10,1877
1920,23,4045
1763,56,7732
3453,13,5432
3528,30,3135
1498,23,3395
3727,44,7813
3810,44,5626
2224,7,6620
561,55,5094
2469,16,7296
2095,31,1447
2606,34,9005
3038,34,3435
1486,27,9669
2245,61,9952
3381,34,1453
3140,23,4968
118,46,8292
2277,36,2052
2358,54,6030
1779,59,8878
2694,10,6775
3982,5,4127
2751,8,9941
1145,42,1628
3995,41,5504
940,53,2030
3392,12,2549
554,40,3567
760,57,4835
1247,47,9566
397,24,9030
3927,20,5134
1856,55,3171
1521,36,6307
959,27,4173
3083,51,7629
957,30,5792
1182,31,5680
2913,46,7053
1324,33,7517
997,60,1537
279,21,6623
2421,13,4696
597,24,9014
3987,48,8312
391,35,1704
1143,61,4628
2648,55,1083
2383,14,1308
3158,34,8751
1804,42,7506
1576,22,9642
1598,52,8525
2199,47,5905
1655,18,9570
3866,55,3668
2146,4,7421
2587,60,2512
3357,21,6077
924,28,5764
719,23,4969
935,20,7539
1166,30,682
2959,3,9241
1956,9,6665
2387,51,7742
3354,26,6278
2571,58,9316
2235,10,2872
1018,42,8987
333,26,2401
2859,10,9628
1178,60,2986
717,15,2513
1692,27,8233
1853,58,9548
419,50,9148
2383,31,4796
1961,39,8744
3685,17,8480
2007,47,6912
1626,1,8394
87,34,3900
3093,38,8113
2231,21,9785
1751,25,3630
210,30,9337
459,35,1216
671,11,2383
3771,23,8474
2644,33,2395
1136,22,1057
3975,39,6232
2253,58,4990
1385,19,4661
2641,45,5263
922,17,7952
2199,21,7194
2908,31,1720
958,8,3020
318,49,2582
3114,4,6048
2067,17,8924
2220,41,6443
1203,46,6391
1660,54,1926
3644,7,6858
726,57,6926
1547,6,1254
1112,46,6997
805,16,7030
755,24,1301
2037,12,3380
851,35,4457
1915,9,9468
1158,5,8494
485,46,2781
3643,48,974
318,38,6471
500,45,7093
1160,26,1386
3558,10,4767
3829,41,6235
3138,26,1975
1876,41,8101
9,13,5419
2962,2,9219
3855,29,906
1076,9,6041
759,31,5767
268,20,2333
805,42,3823
703,37,1954
1561,47,2020
3903,28,2384
814,6,6295
3005,39,561
3687,17,7951
1989,20,1551
1034,25,3863
3726,42,5683
1480,4,8319
1156,31,6185
2247,14,6357
795,51,6561
3833,40,8237
2952,32,9935
1759,30,1421
2127,56,8586
2755,44,3976
1425,48,1037
2536,50,3881
215,17,3052
829,23,2249
2123,27,8764
2720,40,8460
2155,21,1115
2737,1,1432
2604,29,8812
1652,23,6676
3119,39,4544
3184,46,9880
487,5,9564
2775,20,8955
2183,29,9952
1634,17,2395
3316,45,2352
1166,35,4748
246,2,4382
3697,47,5901
2013,58,9615
960,20,6775
1414,52,1482
2259,14,1983
3819,46,1395
288,15,9131
2026,17,7815
444,59,5925
1956,22,7222
2842,37,5055
878,32,980
2940,17,991
1976,43,2018
1480,35,8935
3021,11,9631
2146,55,8525
3025,54,632
2192,10,2875
2416,14,4807
429,4,9105
1143,11,5838
343,13,2380
656,15,9887
3829,28,9419
1181,26,6318
2325,17,3850
543,49,9652
2601,21,9775
1438,4,3711
3001,19,8880
3799,60,4381
1913,14,4218
1057,29,5425
235,20,7771
1603,18,7664
1855,15,7892
2895,31,5862
3208,16,6221
3423,17,2035
678,8,7791
1200,9,802
438,5,5935
1007,4,8859
1510,43,7298
2860,47,7473
3648,55,1492
3379,19,843
707,5,8490
2507,4,8522
2624,3,8702
1554,34,841
3039,59,6740
1580,11,7305
1724,34,5155
589,50,7351
2499,45,1906
2678,20,5571
1125,1,2594
3041,37,1606
1094,22,9574
2443,9,4066
2296,53,5536
2932,15,1384
1386,46,3432
1428,12,789
3211,60,4110
237,36,7769
250,34,9256
2404,43,1703
624,17,3801
872,34,1071
1349,47,1790
3297,47,1359
3991,57,8614
1253,35,1335
1156,28,6623
479,40,1216
2158,14,9495
367,58,8331
2073,13,2327
356,26,5725
910,53,5548
3321,32,3395
802,49,9699
3241,6,6243
440,42,8460
1838,32,5272
2141,37,4123
1631,30,9696
3361,43,7177
2662,60,8572
3143,60,6089
2802,24,1744
2239,21,3370
1570,30,4144
3332,23,8305
3193,6,594
3977,43,8345
1035,48,5650
213,23,6995
2195,26,5618
1697,55,8573
1755,12,3649
1447,49,8993
88,41,5035
3471,18,3447
2563,2,1700
495,39,5164
686,22,1837
2930,47,7454
2045,17,588
540,27,8461
2238,51,2567
3721,37,5114
3533,51,8157
821,59,5869
1592,45,2379
3197,3,781
1411,40,4370
2345,36,3998
3968,31,9657
2777,33,5355
1732,31,9810
1143,15,9188
38,9,7845
3409,37,1376
52,14,8255
1757,36,6652
2156,55,8477
1361,38,9121
2385,17,1313
968,20,7071
2723,44,2937
3064,32,1326
987,14,7804
3502,35,9746
2047,54,5642
1770,3,655
1291,29,7364
664,12,5656
3694,46,780
3704,55,8150
2576,44,2085
1573,50,2032
1034,4,3819
2661,8,1625
2607,18,9729
2491,32,4851
3063,40,1740
3981,6,7562
751,49,6520
3120,19,6158
238,53,4586
2359,54,2330
930,59,3570
3680,23,4945
2006,14,4873
3684,46,685
3657,19,3702
2028,33,7062
3359,46,8729
1104,7,7068
483,6,7627
3594,19,2235
2809,37,8893
1045,5,5660
394,22,5206
3560,27,8963
2860,1,4705
3440,33,3006
38,8,1054
3288,4,6473
3058,16,1548
928,35,7352
72,38,4270
3261,56,4861
443,5,6404
2511,32,7242
1596,35,5673
3128,15,575
2250,29,4667
1235,30,4048
3455,61,4826
1865,32,7746
3825,53,8114
3134,10,3423
2609,21,9718
1174,57,2399
1157,16,3001
95,32,7763
1794,17,6849
2541,52,6068
265,28,6846
3974,52,3821
584,59,9530
2346,58,4417
2460,7,3647
3558,10,8892
1171,42,5206
1603,2,1787
3357,20,5458
1605,32,6730
3810,15,6098
1832,23,4319
2602,13,8568
1180,41,2947
1114,48,2233
1633,56,8018
1005,10,7828
1073,14,2173
169,40,2718
3492,26,8752
1191,61,8198
2321,35,3219
2889,52,2322
275,37,1663
151,43,1464
987,56,522
1689,1,9772
2076,23,4208
26,44,3237
1082,27,854
1456,55,2408
1773,35,2615
2561,32,3263
259,33,7729
1733,39,4722
587,27,7450
2610,33,5092
2809,27,7949
603,36,5697
3292,43,9592
2481,37,7667
2145,3,7146
3582,52,5803
1929,22,583
2738,19,7920
474,42,7463
1571,58,7929
744,18,4299
1438,26,6589
2315,27,4781
890,58,1195
3504,59,3128
2262,40,1243
2645,36,2034
3337,42,6354
20,20,4379
1231,46,6750
2078,21,6575
80,21,8735
3926,31,7174
3972,40,3203
349,11,2434
2808,37,3245
3130,21,8291
468,40,4439
1018,21,6267
3109,16,2447
1777,61,3472
3001,35,8117
3455,1,8532
3211,44,4694
2022,1,1785
1193,9,4018
3587,43,3466
2,24,9623
2308,36,3618
2658,20,3934
735,9,3731
835,45,4875
3983,11,2553
3645,42,1990
1055,46,4294
88,29,6333
1579,58,5048
335,3,4492
2286,41,7177
3592,39,3169
458,39,7836
3779,22,1170
2057,24,3334
116,20,1050
2627,45,920
1157,34,7800
920,33,6667
3914,31,3977
1762,26,937
1645,21,3456
1306,52,6268
2392,50,5721
3627,50,2242
3216,41,6300
1649,55,7039
3739,38,1158
1349,27,761
1570,14,2074
2283,24,4519
1217,34,8759
733,9,5619
2577,49,5105
1725,3,956
1887,19,4970
1113,46,1858
2823,2,3153
442,35,842
2603,3,8427
3792,47,9548
2484,53,3388
3268,8,1740
3747,38,2876
59,15,7640
1703,44,989
787,3,1256
1469,13,1397
1071,27,909
2411,31,6147
153,14,4412
89,21,7036
764,49,2433
3268,19,5123
2001,61,9939
336,48,2893
2513,57,8977
2695,52,4240
366,9,8044
3286,5,8096
39,47,5463
1686,51,5484
2022,31,935
973,26,824
3956,21,7016
2026,6,3553
2003,57,1530
557,8,6471
551,25,1703
315,4,6321
3529,29,4507
1813,47,1159
119,4,7922
1092,28,6488
3238,55,8635
1468,43,4246
3509,27,6412
814,13,1118
514,60,4656
2501,52,5076
1098,17,3451
1553,46,7597
1343,40,3510
2182,57,8906
378,53,3172
1656,49,3594
381,48,6813
1327,56,5158
622,36,1600
1640,30,3861
2190,49,4828
3216,18,8810
1778,28,6498
625,54,2306
598,51,6484
3212,30,2539
3106,47,3832
3606,37,2956
57,33,9520
2216,52,5464
3182,53,5474
3122,44,2023
1023,37,8761
541,28,3885
2422,29,7111
3654,10,6661
464,17,9418
1483,49,8778
1342,36,9769
3152,24,1698
1971,27,7868
3135,6,4766
3863,19,6058
576,50,4694
1711,33,573
3099,48,5647
1287,52,6871
139,51,8892
3708,1,4531
1159,23,5179
537,11,9488
2638,40,4253
2099,4,5471
733,15,9957
3442,3,2366
563,24,602
3009,14,941
2912,27,8041
2666,28,3429
3361,32,5638
626,61,8325
1278,11,4472
42,14,5788
3446,35,1177
1656,38,1607
1613,25,6994
820,19,2040
989,41,3218
229,54,6286
2684,46,9480
1531,20,1583
3736,16,3996
1481,12,4905
144,30,3738
42,4,7245
1773,15,554
2887,20,5338
2381,45,2614
447,29,5918
2084,9,4841
3261,23,2801
2833,20,8907
1070,57,6540
937,13,5306
3610,15,4784
1792,29,7979
3020,42,3086
1663,19,7101
1902,5,1098
760,61,9183
3015,48,1906
1948,20,1627
2577,2,5251
2818,46,7409
700,10,1939
2153,28,9645
2476,59,7975
3393,31,6781
3873,57,1120
2169,42,4430
411,33,1482
2264,3,8889
3836,8,3853
2985,2,7192
1938,38,9166
2545,6,9936
2693,28,7544
3181,21,3035
696,32,1937
993,16,7213
3568,28,2208
1153,26,5351
3219,30,9023
208,44,8736
2759,57,7186
1231,52,9842
3171,52,7761
3035,25,6802
1269,49,6457
2159,59,4216
985,30,1597
637,10,4020
709,15,2551
845,1,7727
360,31,3307
2390,36,4703
3899,45,830
1043,21,1737
460,2,7647
2959,48,9684
3547,36,7573
2016,24,7637
764,20,1512
1732,26,4096
3419,29,8213
2266,36,2540
325,25,7680
2426,38,2279
977,55,6561
623,6,1517
881,54,4190
2464,40,3164
2122,48,1936
2473,23,4931
458,2,2023
3557,8,6200
1612,58,5708
1407,2,1515
2331,17,4744
3861,61,7324
579,23,6983
2037,28,9121
1244,13,9518
2222,42,7503
1120,49,929
1987,35,4821
3534,50,918
2490,34,1152
1439,36,9799
1313,57,9695
1238,51,9430
996,2,3701
1659,3,1425
2166,37,6082
3928,11,2477
2647,3,715
3329,10,1431
26,37,2046
1630,44,9787
2707,53,5719
833,21,3742
3547,28,7744
2344,42,2776
3647,10,9131
520,45,1990
63,33,8772
3612,8,1447
1276,3,8658
1429,39,9734
510,12,9111
3035,28,3493
246,55,5687
2948,46,1399
3871,2,9980
2048,30,4719
3733,15,4904
1290,18,7370
1610,1,1521
460,12,7647
2654,3,7878
1636,49,3918
3007,36,7778
2295,57,1427
133,18,3455
1363,51,1603
3494,26,6610
3542,58,6763
889,21,5154
791,32,8143
1498,49,6004
2201,9,3033
3313,60,1975
3058,32,8565
1293,41,2780
2256,27,1879
3833,40,6277
951,2,3311
1707,35,8575
32,54,9853
1622,59,5145
1478,18,3304
3728,37,6757
3815,46,1205
1788,58,9902
1365,14,5511
2622,20,6430
2318,27,6877
732,26,9586
800,21,8037
38,59,3466
2085,52,881
1150,17,5175
3831,34,1257
600,36,3104
3927,40,2847
1964,31,6229
534,9,7431
2647,32,4311
793,36,1537
1668,45,9431
3867,53,817
2647,5,3941
1272,5,2313
333,39,4134
